path,bytes,sha256
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p002/attempt_1/resource_samples.csv,16720,2f9084d29bd867b112922c1c3eff886d167a00f6a3ee097d79e52215f81ab22f
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p002/attempt_1/training_status.json,2123,ea66f1284e5e5ad22c0663e42d3742f74fd894ea905c9b829e663cc67d9558cd
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p003/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p003/attempt_1/loss_history.csv,8185,868318cd8e77841c7d251a337d116738a7e0509633bdfe1085478af4a8ae800f
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p003/attempt_1/metrics.csv,417,49225573038893305ba467255d871caf5bd1c6bd6993ddeabe7d2be68dd5cb64
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p003/attempt_1/python_metrics.json,456,9a45dadc24a888f0b1efa7550feece886f1c6e8a063476ddb800765a32eb1fd0
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p003/attempt_1/resource_samples.csv,12475,1142fccf9277d5a06844e98b3552380ebf6582aad133bdaf531394cc9daca9c3
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_aliked_global/p003/attempt_1/training_status.json,2120,85bbbbfa970f06d02f77fd5d704a46fc8d2bde92894c1c901238f62409edaec0
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/ablation_eval/splat_eval_selection.json,464,6123788067b0979e658f2a29ee75c8833dc2a455896675bd7a933cf294e24be6
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_global/logs/colmap.log,9413588,9d7985abc8f0528342e1d14736376e22f47ce32357b7a20ad69352903c233459
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_global/logs/pipeline.log,5933,46b4c47eb8d73f86fa0dcb030044f7db9a46c84f32ae4ff96710d3305ea7faf5
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_global/logs/warnings.log,562,b05c2a4303f14ab829323a5f1b56250b2545d330f926cff5a3f5c0946ada5173
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_global/run_status.json,701,09dceee47a56e8f08a795ecd5050d8d64e74996e06d06524a54f4585652cf2a9
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_global/timings.json,2188,bdb01228995fc4c325cbfea075b5387e3a4df114ebe4dd4fd6e825fb6c0b6d7c
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/resource_samples.csv,44267,6bd688dfe92791c65daa5c1410c71c300d480d114987218086ffc0298c57a41d
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/resource_summary.json,152,345b213aece0bb039e8e526ac0173d86e50020c145f72024d15e3d37d70961be
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/resource_samples.csv,44267,6bd688dfe92791c65daa5c1410c71c300d480d114987218086ffc0298c57a41d
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/sfm_dataset1_sfm_1024_aliked_global_fullres_eval.exit,7,194ff5bca66278888f0f00be5c7ca523d15098ece958b14952533811089f6106
runs/sfm_dataset1_sfm_1024_aliked_global_fullres_eval/worker_identity.json,472,20eeb646b7abfa70b0362dea61a08c21e33a4933d2a9356c4e9bdccc69f76e75
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/jobs/sfm_dataset1_sfm_1024_aliked_incremental/resource_samples.csv,36254,5b203a53e5f86a21e5503070ab20c29882d71df262d5d600da3c8810cd073c97
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/manifest.csv,1682,877e0c6a1b08799cb54c78b0ada34244c7e7324d0ee48cd3c02015a331883b6b
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_final.csv,129,6cf300cc3eaa1536de18eb4bdbeb47d3308e50e0dd2e0f8c8cbbee795a57b170
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_sfm.csv,1192,bd21a1689fa5b13e74bc8303db7fdd6cfbe6ca3e4faca366becd6cbf8bb544e1
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/results_splat.csv,298,39db4462af80f9c5d63208487ac3ac84ffe996ec2010f17b931958a3ddb3a8cb
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/ablation_eval/splat_eval_selection.json,188,143de258cc1a5ad6641137b7dab6c5a6593afb7a9beca5f83021c90af7684864
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_incremental/logs/colmap.log,11256398,7ff5431b629aeb0dc338219c963e6b22043968e61d997ae919a73680d01502c2
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_incremental/logs/pipeline.log,6108,e262720b0df287c11a7e8501fc792cd554925b6a8ec35b83b93fbca46cb92507
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_incremental/logs/warnings.log,705,f3b9a30c33aaca94248f71f476cfaaaba8ec1100a5326af2758ec3bd45933567
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_incremental/run_status.json,701,49e332e07a83e6dc86616b4ab3d08935ff09b431b6a5385d8c8f0a8cdf33d31b
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_incremental/timings.json,2189,f3e20f3ce9e9787ddbdb5281b8481843661e34dd98da7a3ddc17965600bdc2be
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/resource_samples.csv,33010,1a779ad4934114a42e8836de06921aa64bcad07741e18e80c05ba548454003c7
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/diagnostics/runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/resource_summary.json,148,1cb4fe38361fc29fdbdf1392ebdfe3a34e03cdac12e2e31790ddd2cbb9d80a8f
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/resource_samples.csv,33010,1a779ad4934114a42e8836de06921aa64bcad07741e18e80c05ba548454003c7
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval.exit,7,194ff5bca66278888f0f00be5c7ca523d15098ece958b14952533811089f6106
runs/sfm_dataset1_sfm_1024_aliked_incremental_fullres_eval/worker_identity.json,477,771ec18ac8718b556482f49e676332834252780fd17f2bb8dc3977c0a2a944fe
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/jobs/sfm_dataset1_sfm_1024_sift_global/resource_samples.csv,69796,e0125b1bbbffb18123f57f99148c6d8c3713445d282e4bebe41fed2105e3e23e
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/manifest.csv,1406,29dc354a6b621d0de09bf4c07409404db23bf3733ae8ff3750fbad0023721029
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/metrics_long.csv,16221,4854cc6146fe216155b0966718539638ccc82eb831418d0e96e097a1edd5e783
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/results_final.csv,129,6cf300cc3eaa1536de18eb4bdbeb47d3308e50e0dd2e0f8c8cbbee795a57b170
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/results_sfm.csv,1164,119b9a72be29b23799f459867d654a41c4c02b09bf69f6bf238973d81319bc55
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/results_splat.csv,3708,60ae5039c7fc15c31b55eca497414a8180054aea37fd0ba01abb03ff8992621b
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p000/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p000/attempt_1/loss_history.csv,8246,ef9754781b76712f0e0360135c06531a0f2d738f07f06b87a1dab38cf08a7ed0
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p000/attempt_1/metrics.csv,417,13b27a287d28ca9586b590868fb80562c34a56e571f64fd5f41ae25a78d94505
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p000/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p000/attempt_1/resource_samples.csv,16748,109eb779e195c66a53fb0be1f54ace75100d9466b05c188152067c25a66ce7d4
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p000/attempt_1/training_status.json,2104,b78b1c0b16da682de2cb0243df4c587f0d0135d937a4c9b1b2a81267ba67a74e
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p004/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p004/attempt_1/loss_history.csv,8246,1241937a9f5b429963d519bc74be1388497599753896881278161549a3dc253c
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p004/attempt_1/metrics.csv,417,2d8e096db499658e7149287f725603bf2a96a8dee22ad35c5c4a91c825d1ef7a
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p004/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p004/attempt_1/resource_samples.csv,16646,1c0e752a23fa9dd7ece38d79d6ee62e7d558f4ee3e2c2684871e5c966f1c63fd
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p004/attempt_1/training_status.json,2107,5a36740b6713e470f3da5cc9a1bf2c41710a53b4a796f73f26eb38cc3b5cdd38
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p007/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p007/attempt_1/loss_history.csv,8254,a15e87de425ca1844fc320d9aa49641a60f516cef1613df8ae40b70fda4c571f
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p007/attempt_1/metrics.csv,417,ff2186b4500da401cbbb1ddc604482921346b73860fda19231b1f36c4f98e023
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p007/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p007/attempt_1/resource_samples.csv,15723,d4e7ccfdc96e08cd70a6b9101f0e1d964d537726cd23fd0076f3b43359556970
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p007/attempt_1/training_status.json,2107,9e1120266f8c355858108268137247ae1e3007ea225d342e5f1aa01746786244
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p011/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p011/attempt_1/loss_history.csv,8244,21ad43ade45093c6ba0c00fbb1f3b28a2d34a8a2dca1c78a7344e32efb0c664f
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p011/attempt_1/metrics.csv,417,da0192a0f40eb14f73f74a470c3485a5a564cc6400ec786e3ad04dbf76f3276a
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p011/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p011/attempt_1/resource_samples.csv,15859,7b857124bf3a2c9e1d4fa924f5b59e9bb629eae9b9ba20bfa4408c82c3171463
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p011/attempt_1/training_status.json,2109,50108f5d0477e4b47aff2b4baf4220f02eb8e9bcd6a22f4bdb07748f7445bd25
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p014/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p014/attempt_1/loss_history.csv,8236,1a1a6f1b2e1bf1a86e0ee6ab1930c47ec5a799259963a578f0b7237e9bca49c1
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p014/attempt_1/metrics.csv,417,a875d652d801efe70e5582776183308c700df04e6cecbc85749461e7870582dd
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p014/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p014/attempt_1/resource_samples.csv,15682,03ebacd8c4096d0f250b09a4d4c5f60fa1e1569640302bb3dee849f26010c5a8
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p014/attempt_1/training_status.json,2106,2adffe75199ab40c5d279e8add3d0f7691f167fdedcb30b3ef880049eca61a77
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p018/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p018/attempt_1/loss_history.csv,8244,2ee29515a073f47b5d7ad8a736c0a33ee46503641c382e8978b5c510b01e0e23
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p018/attempt_1/metrics.csv,417,4e1e7feb26b3a4aa76680710fa1d1dbc29c39542776f4fed48058fc9cb26cbd6
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p018/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p018/attempt_1/resource_samples.csv,15998,a4b9b5854709441a85f218b9f663ac9705d0254b39ba2e22915a4cf3cad8ef2b
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p018/attempt_1/training_status.json,2105,cd9a1ce11a230bc8dd6b8e0225a121d78a8fec4890de7108aaa4073e75fd28c6
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p021/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p021/attempt_1/loss_history.csv,8244,c2225b11b523e12ba45a581f52bb0cf800011456aefa9cf8731e8f84f46891d6
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p021/attempt_1/metrics.csv,417,d71f7f60e8f8acf096db4ddff21a7b78b67b76de6d9f81bbe679f29e528d1898
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p021/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p021/attempt_1/resource_samples.csv,16638,152d7a396e6238983dba45caf43fd99dcbc09d5ed6c7ae8b8a9516d8a740c340
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p021/attempt_1/training_status.json,2108,ffdb3b1a0163d9c73f512b315b3336ce069df7927bf1d8c95c2de8ff70b9e837
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p025/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p025/attempt_1/loss_history.csv,8245,5531de885234807c9a564243a0c38e055a1e35bd64663dc0942372fd7a8d08f2
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p025/attempt_1/metrics.csv,417,27d11635ffb6021059a3adcf7a0359a8c22237264d919b2845f3482f2b22793a
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p025/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p025/attempt_1/resource_samples.csv,16503,adf6ac0ecde123dbe0a519ebb650ecfedc9680ec687289b02004f0eb278229d7
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p025/attempt_1/training_status.json,2107,0d8c92663f323d6bdc763f2af39fd0b18388adb1249be938dc46132171ae9ef0
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p028/attempt_1/lfs_eval_config.json,1356,cb2203da5d26ff25c0d3c42eadd03120278f181cccef913e88874a417c2f1132
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p028/attempt_1/loss_history.csv,8238,9fe01bbc7cab292cfa857106860332f83a469b7d785e43d09874cb87727b17fc
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p028/attempt_1/metrics.csv,417,1c4c551cff9d0736ea8e6aa5a44b5b11e5e4f283a071e0b582f90fcd2724c225
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p028/attempt_1/python_metrics.json,456,d539d135618dac7ea6d06722fe521fefb207ff96384a431aa6113af39413bc90
runs/sfm_dataset1_sfm_1024_sift_global_fullres_eval/ablation_eval/splat_eval/sfm_dataset1_sfm_1024_sift_global/p028/attempt_1/resource_samples.csv,13516,d741b5e7b4c37d86fda96b318bb1a1ebcb9e1a2244e53f686a3c2f688ce2b714
